R, bias, L, W, Gain [dB], UGF [Hz], PM [degrees]
354.467,0.734412,1.81273e-07,9.87212e-06,error, error, error
38862.1,0.734696,2.64672e-07,9.99508e-06,18.8421, 1.07829e+08, 96.1864
49023.5,0.676625,3.25539e-07,9.98578e-06,23.8821, 6.61228e+07, 93.2502
8319.91,0.810486,1.76777e-07,9.98769e-06,20.3334, 2.98208e+08, 95.2441
22858.5,0.687279,2.87554e-07,9.43088e-06,19.8237, 7.92206e+07, 95.5036
25932.3,0.734064,2.86999e-07,9.99937e-06,22.9988, 1.30466e+08, 93.669
2840.45,0.917704,3.09944e-07,9.95248e-06,14.3392, 3.32303e+08, 100.646
21638.6,0.745687,2.11017e-07,9.83845e-06,21.7749, 1.55538e+08, 94.3691
15773.6,0.771001,1.74455e-07,9.74624e-06,21.4087, 1.98398e+08, 94.6019
12962.9,0.786585,1.85275e-07,9.50289e-06,21.0207, 2.24166e+08, 94.8361
54869.4,0.685176,1.74986e-07,9.87492e-06,22.0386, 6.11708e+07, 94.2779
17147.3,0.729331,1.84407e-07,9.96601e-06,20.3693, 1.35929e+08, 95.2439
8540.89,0.731161,3.02341e-07,9.99188e-06,17.1604, 1.4805e+08, 97.6079
49832.5,0.713913,1.52648e-07,9.83897e-06,18.2998, 9.21852e+07, 96.737
6899.4,0.763461,1.70241e-07,9.5179e-06,17.8397, 2.28562e+08, 97.1116
20459.3,0.749855,1.71983e-07,9.83845e-06,21.5688, 1.61286e+08, 94.515
8579.54,0.799303,1.73918e-07,9.90692e-06,20.1929, 2.81568e+08, 95.3298
23195,0.765537,2.71459e-07,9.9592e-06,17.9348, 1.49757e+08, 96.8866
15944.5,0.686223,1.71913e-07,9.97853e-06,17.2088, 8.82923e+07, 97.6801
31201,0.752758,2.72453e-07,9.96957e-06,13.6966, 1.1704e+08, 101.547
20446.3,0.748467,2.54134e-07,9.83584e-06,22.5052, 1.52097e+08, 93.9628
6650.16,0.834617,1.59288e-07,9.95143e-06,17.7, 3.52574e+08, 97.2117
10705.2,0.820376,1.70704e-07,9.8733e-06,18.2051, 2.79039e+08, 96.7877
21381.1,0.768453,1.73932e-07,9.8733e-06,21.1285, 1.76784e+08, 94.7701
31338.3,0.721545,3.34114e-07,9.8306e-06,23.4512, 1.08381e+08, 93.4241
16131.8,0.821472,1.77466e-07,9.54315e-06,8.85234, 1.81286e+08, 110.834
44253.1,0.760783,3.33609e-07,9.98701e-06,error, error, error
16139,0.734236,2.88314e-07,9.97793e-06,21.3821, 1.44173e+08, 94.4924
54040,0.73404,2.70429e-07,9.98149e-06,4.46368, 5.72052e+07, 126.377
49875.7,0.644024,3.95443e-07,9.99508e-06,21.1487, 4.08734e+07, 94.6686
8540.89,0.810436,1.5301e-07,9.90715e-06,17.6727, 3.0677e+08, 97.2525
21476.5,0.74372,3.47425e-07,9.00674e-06,22.3365, 1.23434e+08, 93.9743
24419.2,0.733333,2.48874e-07,9.93705e-06,22.8075, 1.31297e+08, 93.7978
3767.04,0.674513,1.58271e-07,9.95039e-06,8.7044, 1.15283e+08, 111.332
33035.2,0.853619,1.55239e-07,9.98601e-06,error, error, error
16622.8,0.77029,4.07145e-07,9.87135e-06,21.4302, 1.47891e+08, 94.3601
31697.7,0.742239,1.885e-07,9.93396e-06,21.8854, 1.28782e+08, 94.3437
31035.5,0.715582,2.7255e-07,9.96369e-06,23.3522, 1.07962e+08, 93.5524
8102.26,0.752761,1.78704e-07,9.96244e-06,18.0185, 1.89859e+08, 96.9573
62615.8,0.732773,2.87554e-07,9.9578e-06,error, error, error
26961.4,0.726039,2.72453e-07,9.899e-06,23.1177, 1.21298e+08, 93.6311
29970.8,0.687829,3.17008e-07,9.98636e-06,22.0902, 8.20954e+07, 94.0934
3499.74,0.685201,1.56207e-07,9.96329e-06,9.68059, 1.42912e+08, 109.011
49875.7,0.752468,4.21734e-07,9.99676e-06,error, error, error
21866.8,0.734614,2.30359e-07,9.93558e-06,22.1233, 1.41362e+08, 94.1592
31750.5,0.721198,3.09988e-07,9.83306e-06,23.4558, 1.09871e+08, 93.4656
16406.7,0.762645,4.06356e-07,9.55322e-06,21.441, 1.39192e+08, 94.3519
24136.1,0.770627,2.68341e-07,9.98067e-06,13.1157, 1.3747e+08, 102.325
24115.4,0.691272,3.972e-07,9.96434e-06,20.7604, 8.05028e+07, 94.7921
3377.5,0.853527,1.61073e-07,9.94693e-06,16.4038, 4.39273e+08, 98.4365
7048.02,0.878187,1.70393e-07,9.99037e-06,9.24123, 2.94383e+08, 109.864
56909.7,0.734904,4.08894e-07,9.5664e-06,0.675717, 2.0121e+07, 157.505
47019.2,0.687848,3.94614e-07,9.97737e-06,24.3627, 7.16342e+07, 93.0078
40394.1,0.721329,1.60053e-07,9.98749e-06,20.2199, 1.07637e+08, 95.358
1337.55,0.857942,1.50897e-07,8.52198e-06,10.3463, 4.45151e+08, 107.491
41971.7,0.706224,3.36695e-07,9.98701e-06,23.9325, 9.05439e+07, 93.2199
54040,0.688571,1.97058e-07,9.98149e-06,22.1907, 6.81225e+07, 94.1656
7027.4,0.823107,2.12274e-07,9.09226e-06,18.8803, 2.87108e+08, 96.2441
26609.1,0.724853,1.73683e-07,9.97232e-06,21.7408, 1.19244e+08, 94.4222
25756.5,0.811722,1.84503e-07,9.90829e-06,error, error, error
2621.9,0.856172,3.34305e-07,9.98942e-06,12.8585, 2.78973e+08, 102.72
16320,0.827834,2.69292e-07,9.87273e-06,0.916184, 5.81745e+07, 153.942
7053.69,0.808873,2.71286e-07,9.98686e-06,19.1904, 2.57401e+08, 95.9064
16084.3,0.744748,1.7534e-07,9.87242e-06,20.9478, 1.60684e+08, 94.882
14760.5,0.660321,1.77662e-06,9.96371e-06,6.92874, 2.15072e+07, 115.644
63134.4,0.770856,4.91335e-07,9.8409e-06,error, error, error
20346.3,0.726796,1.78704e-07,9.83931e-06,20.9051, 1.21449e+08, 94.906
10573.4,0.752635,1.67405e-07,9.84092e-06,19.5561, 2.05119e+08, 95.7968
8540.89,0.814437,3.16743e-07,9.90799e-06,19.4894, 2.29767e+08, 95.6559
4355.23,0.856224,1.7186e-07,9.84259e-06,17.906, 4.05873e+08, 97.0288
69322.1,0.687722,3.07124e-07,9.9662e-06,23.6744, 6.62366e+07, 93.3507
30813.7,0.722014,1.72884e-07,9.98822e-06,21.939, 1.11814e+08, 94.3423
12388.2,0.828023,1.70862e-07,9.91241e-06,11.4323, 2.32911e+08, 105.27
21992,0.725884,3.07887e-07,8.71528e-06,21.8221, 1.08868e+08, 94.3199
2392.61,0.732228,2.88094e-07,9.96393e-06,7.49042, 1.4745e+08, 114.651
57160.4,0.724212,4.08894e-07,9.98602e-06,3.43056, 4.27253e+07, 132.25
7902.65,0.712383,1.62043e-07,9.9674e-06,16.3561, 1.63259e+08, 98.4943
64500.3,0.692064,3.3282e-07,9.98209e-06,22.8799, 6.96543e+07, 93.6994
24475.1,0.768668,2.73399e-07,9.97833e-06,13.2262, 1.35493e+08, 102.157
15121.4,0.769129,1.86246e-07,9.98377e-06,21.3526, 2.00985e+08, 94.6293
2973.34,0.856172,3.1103e-07,9.58985e-06,13.8497, 2.82317e+08, 101.289
8544.86,0.85778,1.78957e-07,9.90799e-06,13.7451, 2.98977e+08, 101.554
557.612,0.690927,4.78567e-07,9.99508e-06,error, error, error
34208.1,0.710845,2.9666e-07,9.81189e-06,23.6302, 9.98544e+07, 93.4097
3146.31,0.842635,1.51936e-07,9.84259e-06,15.5501, 4.43441e+08, 99.3621
15421,0.768453,1.53514e-07,9.8733e-06,18.7586, 2.12059e+08, 96.3875
7053.69,0.810482,1.21794e-06,9.99994e-06,11.0777, 7.87741e+07, 104.981
3377.5,0.878328,1.61409e-07,9.94708e-06,16.2271, 4.58445e+08, 98.6163
23384.8,0.882929,5.37394e-07,9.96434e-06,error, error, error
31750.5,0.721198,3.09598e-07,9.83307e-06,23.4558, 1.09899e+08, 93.4671
16192,0.761463,3.31639e-07,9.99753e-06,21.7901, 1.62991e+08, 94.2373
63423.8,0.687601,1.98845e-07,9.9577e-06,22.4601, 6.36186e+07, 94.065
54869.4,0.667843,3.62493e-07,9.98549e-06,23.9864, 5.74194e+07, 93.1966
17180.7,0.828544,1.73953e-07,9.9723e-06,1.6034, 8.99771e+07, 146.289
26798.2,0.769664,1.73017e-06,9.96573e-06,18.1909, 5.00545e+07, 95.1157
7053.69,0.810552,3.77906e-07,9.98653e-06,18.2149, 2.08586e+08, 96.5552
64815.7,0.623551,4.88435e-07,9.9577e-06,19.9027, 2.60524e+07, 95.2717
21548.6,0.669355,2.54134e-07,9.99284e-06,17.5785, 6.37133e+07, 97.328
24073.9,0.687601,6.07264e-07,9.95758e-06,18.8793, 6.04693e+07, 95.8815
53865.4,0.721329,3.09277e-07,9.93396e-06,8.75797, 6.8566e+07, 111.01
53512.9,0.687869,4.08894e-07,9.58269e-06,24.6285, 6.60863e+07, 92.879
16184,0.724917,8.71301e-07,9.96029e-06,16.6276, 6.78989e+07, 97.5974
31080.6,0.73478,2.72453e-07,9.95878e-06,22.5631, 1.23038e+08, 93.9139
27289.3,0.692413,3.08591e-07,9.99769e-06,21.8726, 8.80834e+07, 94.2708
25932.3,0.773863,2.86999e-07,9.98647e-06,6.28308, 1.01797e+08, 118.697
9127.33,0.817296,1.83858e-07,9.83412e-06,20.1863, 2.93157e+08, 95.3334
25756.5,0.736394,3.07887e-07,9.98128e-06,22.843, 1.30224e+08, 93.7114
22799,0.786446,7.77017e-07,9.6105e-06,20.1656, 9.4453e+07, 94.7081
15036.7,0.765559,2.72175e-07,9.96019e-06,21.7458, 1.82299e+08, 94.3026
3389.08,0.810486,1.76777e-07,9.98769e-06,15.9739, 3.43547e+08, 98.8597
20814.4,0.80984,1.70578e-07,9.99899e-06,2.63132, 1.00476e+08, 137.462
2506.52,0.853619,1.54108e-07,9.99208e-06,14.8243, 4.76622e+08, 100.183
32510.9,0.732601,3.19703e-07,9.91364e-06,21.6266, 1.1452e+08, 94.3251
21476.5,0.745687,2.47071e-07,9.83928e-06,22.5456, 1.48097e+08, 93.9515
24364.7,0.828003,2.73399e-07,9.81774e-06,error, error, error
49832.5,0.806175,3.32976e-07,9.98565e-06,error, error, error
51918.7,0.719491,3.09595e-07,9.98449e-06,11.676, 7.60866e+07, 104.581
4193.77,0.733309,3.04059e-07,9.94876e-06,11.9012, 1.52219e+08, 104.319
16131.8,0.770216,3.33884e-07,9.95788e-06,21.393, 1.67657e+08, 94.4404
3377.5,0.890357,1.50897e-07,9.94706e-06,15.0523, 4.71739e+08, 99.9117
8540.89,0.834872,1.78957e-07,9.90904e-06,19.4647, 3.16052e+08, 95.8183
26450.5,0.734621,2.67923e-07,9.93567e-06,23.0275, 1.30202e+08, 93.6694
23367.2,0.919789,1.60697e-07,9.95139e-06,error, error, error
26403.2,0.667105,3.08591e-07,9.88389e-06,19.3087, 6.31756e+07, 95.8327
31697.7,0.82265,2.29057e-07,9.93396e-06,error, error, error
49317.1,0.705166,3.96345e-07,8.27565e-06,24.17, 6.8423e+07, 93.1521
29183.1,0.72662,2.72453e-07,9.95878e-06,23.2646, 1.19863e+08, 93.5813
54040,0.689859,3.84503e-07,9.87975e-06,24.6371, 7.07021e+07, 92.9146
32598.3,0.721198,1.70332e-07,9.8813e-06,21.824, 1.10739e+08, 94.4063
3367.45,0.812157,1.50952e-07,9.99063e-06,15.7159, 4.09381e+08, 99.1801
50887.5,0.734643,2.88314e-07,9.418e-06,6.36603, 6.47432e+07, 118.515
21516.8,0.748467,2.35042e-07,9.83592e-06,22.2594, 1.54078e+08, 94.1055
13040.6,0.821378,3.21168e-07,9.87135e-06,10.0339, 1.64376e+08, 107.843
5545.26,0.83784,1.6396e-07,9.67723e-06,18.065, 3.66074e+08, 96.9152
2903.21,0.853584,1.73942e-07,9.94978e-06,16.1859, 4.32008e+08, 98.6422
43561.6,0.722268,3.03631e-07,9.95662e-06,18.8685, 9.4975e+07, 96.137
3930.92,0.729023,1.70862e-07,9.93595e-06,12.141, 1.75882e+08, 104.098
27034.4,0.721329,5.77291e-07,9.8324e-06,22.1424, 8.31498e+07, 93.8034
47269.4,0.692064,2.79638e-07,9.99237e-06,24.024, 7.79245e+07, 93.2706
15902.7,0.763545,6.13187e-07,9.99185e-06,20.1967, 1.10943e+08, 94.9068
8319.91,0.810486,7.48869e-07,9.98747e-06,15.737, 1.20168e+08, 98.4961
7027.4,0.769623,1.61926e-07,9.87259e-06,18.3419, 2.65934e+08, 96.6992
3891.75,0.861764,1.71793e-07,9.84082e-06,17.4847, 4.20679e+08, 97.3903
15036.7,0.757954,2.77593e-07,9.45416e-06,21.5407, 1.64909e+08, 94.4519
12316.7,0.770417,1.76958e-07,9.87135e-06,20.9479, 2.0949e+08, 94.8652
16154.2,0.763545,2.24239e-07,9.83482e-06,21.4753, 1.87361e+08, 94.5087
63471.4,0.734236,2.90189e-07,9.81438e-06,error, error, error
31903,0.687474,3.9683e-07,9.97829e-06,22.3085, 7.53022e+07, 93.9176
49999.1,0.691334,3.95127e-07,9.97698e-06,24.5762, 7.29971e+07, 92.9384
26900.3,0.77154,2.72276e-07,9.87135e-06,7.85043, 1.09416e+08, 113.475
36925.4,0.726647,2.66745e-07,9.96434e-06,22.7472, 1.09998e+08, 93.8339
48137.4,0.725535,3.32653e-07,9.9137e-06,9.36411, 7.35784e+07, 109.454
16406.7,0.733688,1.78395e-07,9.99926e-06,20.4703, 1.39412e+08, 95.1631
40026.4,0.703746,3.02723e-07,9.96306e-06,23.9581, 9.13486e+07, 93.239
2840.45,0.731268,1.60697e-07,9.98783e-06,11.3856, 2.24052e+08, 105.439
13082.6,0.734452,1.87513e-07,9.964e-06,19.4967, 1.56e+08, 95.8231
15944.5,0.769457,1.71913e-07,9.84086e-06,21.2239, 2.00042e+08, 94.7239
8302.25,0.857942,1.72862e-07,9.99748e-06,12.3517, 2.96661e+08, 103.648
7966.53,0.752761,1.78704e-07,9.83931e-06,17.8389, 1.88007e+08, 97.1195
63247.4,0.687601,5.71324e-07,9.83137e-06,25.0673, 5.66544e+07, 92.5759
20446.3,0.748467,2.1221e-07,9.83789e-06,21.7072, 1.6132e+08, 94.3967
7902.65,0.821781,1.78535e-07,9.96656e-06,20.225, 3.14538e+08, 95.2972
7027.4,0.73405,1.70704e-07,9.87259e-06,16.3696, 1.77867e+08, 98.4998
63134.4,0.687623,4.91335e-07,9.9577e-06,24.9039, 6.03897e+07, 92.6892
32591.6,0.765947,1.66319e-06,9.83456e-06,19.6921, 4.99785e+07, 94.2263
16285.6,0.878413,1.56229e-07,9.86993e-06,error, error, error
47269.4,0.692064,1.76235e-07,9.98565e-06,21.9945, 6.86614e+07, 94.3285
16406.7,0.762586,2.75786e-07,9.96367e-06,21.9254, 1.75041e+08, 94.2241
6569.8,0.856211,1.72347e-07,9.98337e-06,17.6228, 3.60141e+08, 97.2713
20480.1,0.748518,2.72331e-07,9.89654e-06,22.4951, 1.52214e+08, 93.9187
30813.7,0.721314,3.10791e-07,9.99068e-06,23.4361, 1.12418e+08, 93.4489
49875.7,0.6933,3.90295e-07,9.43962e-06,24.4637, 7.08053e+07, 93.0051
22959.2,0.744434,2.65716e-07,9.96434e-06,22.6935, 1.44994e+08, 93.8514
33498.9,0.63568,2.54134e-07,9.25896e-06,15.6088, 3.13779e+07, 99.3423
34506.1,0.660291,3.03746e-07,9.95664e-06,20.3685, 5.61189e+07, 95.1154
4146.49,0.83784,1.62852e-07,9.67723e-06,17.143, 3.92793e+08, 97.7202
16776.1,0.72606,8.50236e-07,9.899e-06,17.0687, 6.91621e+07, 97.0974
16192,0.819476,2.70355e-07,9.98613e-06,3.21837, 1.04412e+08, 133.339
4808.38,0.883335,1.25302e-06,9.67315e-06,9.08886, 8.95376e+07, 109.286
26966.5,0.687722,3.92511e-07,9.99342e-06,21.2801, 7.735e+07, 94.4795
15449.3,0.773391,1.73932e-07,9.93451e-06,21.3492, 2.06275e+08, 94.6266
7902.65,0.823616,3.15334e-07,9.9674e-06,19.124, 2.40603e+08, 95.9104
54070.7,0.687939,3.93276e-07,9.99331e-06,24.7061, 6.97219e+07, 92.8767
20557.5,0.820682,1.70704e-07,9.8733e-06,error, error, error
26334.7,0.769129,3.08403e-07,9.98377e-06,7.22069, 1.02678e+08, 115.413
53149.4,0.761921,1.74522e-07,9.87975e-06,0.674892, 2.87818e+07, 158.092
16650.7,0.810482,5.24256e-07,9.99521e-06,13.769, 1.26344e+08, 101.048
52499.5,0.697769,1.70744e-07,9.99518e-06,22.0959, 7.49058e+07, 94.29
14620.3,0.734853,1.76256e-07,9.87135e-06,20.0247, 1.47082e+08, 95.4827
16131.8,0.770417,1.73932e-07,9.87136e-06,21.4114, 1.98758e+08, 94.6065
46673.4,0.624557,1.80759e-07,9.98565e-06,15.9971, 2.51226e+07, 98.9021
3345.83,0.878328,1.61409e-07,9.94708e-06,16.2043, 4.59461e+08, 98.6205
51003.4,0.694476,4.25228e-07,9.97754e-06,24.5652, 7.23571e+07, 92.8757
54869.4,0.687601,3.62581e-07,9.93727e-06,24.6455, 7.06013e+07, 92.9259
63889.6,0.686043,5.97768e-07,9.96417e-06,25.1232, 5.56721e+07, 92.5218
15036.7,0.765559,1.74782e-07,9.99012e-06,21.3722, 1.97137e+08, 94.636
16415,0.763479,3.91406e-07,9.99908e-06,21.6432, 1.49596e+08, 94.2436
82286.1,0.833146,2.45507e-07,9.98473e-06,error, error, error
29183.1,0.72662,2.46424e-06,9.95878e-06,14.6243, 2.93948e+07, 98.1974
24474.2,0.764291,3.90295e-07,9.99518e-06,14.3508, 1.18893e+08, 100.497
24364.7,0.721269,2.73399e-07,9.97833e-06,22.6949, 1.2031e+08, 93.8297
54824.7,0.691093,1.80876e-07,9.93725e-06,22.2984, 6.20147e+07, 94.1992
17446.5,0.748739,1.90404e-07,9.83714e-06,21.2183, 1.66618e+08, 94.7035
20466.7,0.752761,1.7823e-07,9.83805e-06,21.9926, 1.57055e+08, 94.304
3891.75,0.861764,1.73925e-07,9.84024e-06,17.5985, 4.18754e+08, 97.2891
54775.3,0.719641,3.16005e-07,9.9157e-06,8.90318, 6.75571e+07, 110.628
2874.88,0.764562,1.53525e-07,9.95946e-06,13.8569, 3.27713e+08, 101.457
7053.69,0.819515,1.56899e-07,9.87016e-06,18.0011, 3.34272e+08, 96.9783
34208.1,0.789354,2.9666e-07,9.9981e-06,error, error, error
21058.8,0.688577,1.60623e-07,9.67377e-06,19.4576, 1.04359e+08, 95.8776
41759,0.726039,2.72453e-07,9.98744e-06,20.6443, 1.02086e+08, 94.9718
31697.7,0.855484,1.75105e-07,9.93396e-06,error, error, error
49999.1,0.721235,3.93542e-07,9.97698e-06,10.0578, 6.91045e+07, 107.658
22959.2,0.744434,2.86367e-07,9.96434e-06,22.5992, 1.43325e+08, 93.8536
17261.2,0.770417,1.73862e-07,9.9723e-06,21.4349, 1.95795e+08, 94.5914
3891.75,0.856172,1.71793e-07,9.83922e-06,17.4995, 4.14943e+08, 97.3832
7026.19,0.858086,1.72862e-07,9.9922e-06,16.5925, 3.46276e+08, 98.2305
31750.5,0.725934,4.97485e-07,9.83306e-06,23.338, 9.10085e+07, 93.3457
40165,0.703831,3.09739e-07,9.96636e-06,23.9859, 9.12021e+07, 93.2134
54092.7,0.687623,4.89734e-07,9.56196e-06,24.4934, 5.98753e+07, 92.9121
16122.9,0.876793,1.70971e-07,8.79499e-06,error, error, error
21692.9,0.726042,3.07887e-07,9.96603e-06,22.4991, 1.26212e+08, 93.8852
40435.8,0.710845,2.96544e-07,9.98615e-06,23.7199, 9.65229e+07, 93.3482
40662.7,0.703484,3.04445e-07,9.90527e-06,23.9831, 9.0243e+07, 93.2246
28776,0.763071,2.09091e-07,9.86165e-06,16.0749, 1.39975e+08, 98.7331
8743.62,0.761365,1.79471e-07,9.83979e-06,18.8641, 1.97486e+08, 96.2694
58207.7,0.687869,4.08894e-07,9.91716e-06,24.7416, 6.6891e+07, 92.8614
54446,0.707068,3.33609e-07,9.98693e-06,19.1525, 7.88044e+07, 95.8862
31697.7,0.721329,3.09595e-07,9.87276e-06,23.4476, 1.1044e+08, 93.4509
32365.6,0.716317,1.79207e-07,9.98583e-06,22.0778, 9.48443e+07, 94.2728
40026.4,0.703529,3.02723e-07,9.96306e-06,23.9587, 9.11785e+07, 93.2313
7046.54,0.765537,2.72175e-07,9.95924e-06,17.9274, 2.0424e+08, 96.9046
15189.9,0.725884,1.86435e-07,9.98421e-06,19.6571, 1.37392e+08, 95.691
4787.27,0.929157,3.81779e-07,9.84082e-06,14.1576, 2.56942e+08, 100.788
6809.78,0.763092,1.70548e-06,9.96367e-06,6.68594, 4.50263e+07, 116.421
3954.02,0.830148,3.89289e-07,9.98442e-06,14.5045, 2.25166e+08, 100.375
25352.5,0.769949,2.81126e-07,9.9577e-06,9.99219, 1.21236e+08, 107.971
16122.9,0.770417,1.81667e-07,9.87145e-06,21.7093, 1.93135e+08, 94.4441
14929.1,0.814232,2.85425e-07,9.90799e-06,7.69942, 1.49085e+08, 113.981
12994.5,0.786585,1.83819e-07,9.9995e-06,21.1929, 2.32466e+08, 94.7049
23207.6,0.734189,2.86999e-07,9.99519e-06,22.8571, 1.34554e+08, 93.7396
49875.7,0.691334,3.95039e-07,9.99505e-06,24.575, 7.31712e+07, 92.8937
15436.8,0.765037,1.37982e-06,9.9577e-06,15.1887, 5.98665e+07, 98.6137
7005.72,0.822811,2.68255e-07,9.91142e-06,19.1599, 2.69339e+08, 95.9302
53887.3,0.722196,2.72036e-07,9.98043e-06,12.7712, 7.8779e+07, 102.93
1868.51,0.76717,4.91335e-07,9.9577e-06,4.35961, 1.13025e+08, 126.987
21476.5,0.745687,2.72488e-07,9.76341e-06,22.5999, 1.45878e+08, 93.8942
45602.6,0.692101,1.78395e-07,9.97882e-06,21.8879, 6.7338e+07, 94.3608
30813.7,0.734349,3.10791e-07,9.99068e-06,21.9299, 1.19889e+08, 94.1858
7947.43,0.792825,3.60152e-07,9.9674e-06,18.7824, 1.9903e+08, 96.1463
2766.36,0.917432,1.52876e-07,9.95044e-06,14.339, 5.02869e+08, 100.793
8314.23,0.80984,1.76891e-07,9.993e-06,20.3429, 2.9735e+08, 95.2213
16131.8,0.770417,1.58187e-07,9.87194e-06,19.3247, 2.08605e+08, 95.9474
32479.9,0.687559,3.92511e-07,9.99331e-06,22.4569, 7.57444e+07, 93.8743
7112.43,0.854581,2.72175e-07,9.95052e-06,17.186, 2.77004e+08, 97.5539
7155.94,0.810361,1.70704e-07,9.98998e-06,19.5481, 3.16894e+08, 95.7687
12962.9,0.708076,1.83819e-07,9.8116e-06,17.2629, 1.09163e+08, 97.6024
56849.5,0.837029,4.12347e-07,9.5664e-06,error, error, error
26815.9,0.707068,3.33609e-07,9.99934e-06,22.7346, 1.01193e+08, 93.7496
3377.5,0.719371,3.06674e-07,9.94693e-06,9.02365, 1.28995e+08, 110.463
31139.8,0.822513,1.72456e-07,9.91142e-06,error, error, error
24335.3,0.727903,2.66348e-07,9.85522e-06,22.8006, 1.25578e+08, 93.798
14956.1,0.739711,2.72175e-07,9.95924e-06,21.1827, 1.53679e+08, 94.6397
2840.45,0.917704,1.59293e-07,9.95335e-06,14.8342, 4.93334e+08, 100.175
3372.64,0.820538,1.70704e-07,9.87152e-06,16.2606, 3.74513e+08, 98.5657
26575.7,0.721148,3.0792e-07,9.96603e-06,23.1435, 1.16502e+08, 93.5896
31559.1,0.721243,2.59051e-07,9.86538e-06,23.358, 1.10792e+08, 93.5581
57166.3,0.687869,4.10496e-07,9.95683e-06,24.7567, 6.73695e+07, 92.8221
4356.52,0.770942,1.73917e-07,9.93595e-06,15.6565, 2.56328e+08, 99.2111
31750.5,0.727236,3.09567e-07,9.83306e-06,23.069, 1.13983e+08, 93.6416
7053.69,0.810552,1.7028e-07,9.99521e-06,19.4813, 3.18917e+08, 95.8163
31697.7,0.719634,3.09595e-07,9.83241e-06,23.4971, 1.08754e+08, 93.4442
7053.69,0.640221,1.71453e-07,9.98686e-06,6.15397, 4.17856e+07, 119.722
41499.7,0.707514,3.34195e-07,9.97766e-06,23.865, 9.17715e+07, 93.2608
2840.45,0.917704,1.56507e-07,9.96439e-06,14.6159, 4.95865e+08, 100.437
27416,0.721198,3.09988e-07,9.04371e-06,22.8957, 1.04848e+08, 93.7601
31277.1,0.68788,3.09595e-07,9.93396e-06,22.2677, 8.13469e+07, 94.0264
8743.62,0.822692,1.8106e-07,9.83412e-06,20.2606, 3.02158e+08, 95.2872
26961.4,0.733869,2.72453e-07,9.899e-06,23.05, 1.28326e+08, 93.6599
31080.6,0.722694,2.72453e-07,9.9585e-06,23.3864, 1.14288e+08, 93.5073
55248.4,0.734314,3.64307e-07,9.96367e-06,0.17176, 1.1164e+07, 168.66
54040,0.689859,3.06403e-07,9.88029e-06,24.4122, 7.34992e+07, 93.0688
31697.7,0.719725,2.95646e-07,9.83241e-06,23.4809, 1.09594e+08, 93.4592
29354.9,0.725932,2.72453e-07,9.95878e-06,23.281, 1.19059e+08, 93.5815
2828.37,0.687722,4.43263e-07,9.99334e-06,2.72691, 5.29895e+07, 137.078
15730.3,0.802937,4.95185e-07,9.29555e-06,19.8011, 1.37034e+08, 95.3093
18601.1,0.748225,2.86084e-07,9.89244e-06,22.3024, 1.5415e+08, 94.0309
5775.3,0.837197,1.63749e-07,9.99938e-06,18.1834, 3.71689e+08, 96.8003
26559.7,0.745309,2.72447e-07,9.83783e-06,22.1991, 1.36283e+08, 94.0693
16131.8,0.739057,1.73932e-07,9.98837e-06,20.7478, 1.56071e+08, 95.0163
5176.34,0.759434,1.73898e-07,9.96216e-06,16.049, 2.27861e+08, 98.8121
8540.89,0.71275,1.78957e-07,9.0727e-06,14.2554, 1.06269e+08, 100.939
9301.2,0.837737,1.55514e-07,9.67377e-06,13.0895, 2.80804e+08, 102.539
55210,0.687939,1.29139e-06,9.10209e-06,21.15, 3.4562e+07, 93.8326
53773.2,0.810552,1.53722e-07,9.99521e-06,error, error, error
54084.4,0.687424,3.96512e-07,9.98903e-06,24.72, 6.91683e+07, 92.8383
15045.1,0.786585,1.83819e-07,9.99956e-06,21.1549, 2.21087e+08, 94.7413
60121.2,0.687623,4.91335e-07,9.95766e-06,24.9241, 6.1116e+07, 92.6667
8000.77,0.820682,1.70704e-07,9.87326e-06,19.543, 3.15954e+08, 95.7746
5731.53,0.83578,1.6396e-07,9.67723e-06,18.1567, 3.60995e+08, 96.8381
38622,0.822257,3.03536e-07,9.87259e-06,error, error, error
6569.8,0.770365,1.69754e-07,9.99517e-06,18.1985, 2.55497e+08, 96.7935
4341.03,0.877377,7.65434e-07,9.9674e-06,11.9221, 1.43766e+08, 103.818
15121.4,0.769129,1.86246e-07,9.93569e-06,21.3418, 2.00215e+08, 94.617
48933.6,0.686649,3.96512e-07,9.97828e-06,24.4676, 7.01197e+07, 92.9362
62380.3,0.655024,4.91335e-07,9.7034e-06,23.0364, 4.07133e+07, 93.5697
63889.6,0.686304,5.97768e-07,9.96417e-06,25.1183, 5.57955e+07, 92.5319
4660.02,0.761894,2.83828e-07,9.97793e-06,14.7758, 2.0088e+08, 100.151
21476.5,0.683466,3.63842e-07,9.95846e-06,19.4932, 7.73717e+07, 95.6517
596.226,0.618133,1.60697e-07,9.93459e-06,error, error, error
15036.7,0.765559,1.69234e-07,9.87298e-06,20.9443, 2.02372e+08, 94.8724
10679,0.763545,2.27861e-07,9.99195e-06,20.2315, 2.08911e+08, 95.2624
26575.7,0.726109,3.07887e-07,9.96687e-06,23.1774, 1.20923e+08, 93.5868
31697.7,0.692247,3.16198e-07,9.82921e-06,22.6068, 8.4133e+07, 93.8403
